,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,712_E-1-M,712_E-1-D,712_E-1-X,712_E-2-S,712_E-2-M,712_E-2-D,712_E-2-X,712_E-3-S,712_E-3-M,712_E-3-D,712_E-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-1-X2,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-2-X2,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_E-3-X2,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,715_E1_1-5,715_E1_20-24,715_E2_1-5,715_E2_10-14,715_E2_20-24,715_E3_1-5,715_E3_10-14,715_E3_20-24,715_E3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E2_1-5,716_E2_10-14,716_E2_20-24,716_E3_1-5,716_E3_10-14,716_E3_30-34,717_E1_1-5,717_E1_10-14,717_E1_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_20-24,717_E3_30-34
713_E-3-X2,-0.751169456632543,-1.18634231167682,-1.41999823825317,-0.451069072075068,-0.802740419717124,-0.848583197743541,0.455505316840488,-1.48181268348611,0.0373812604986679,-1.34716077618183,-0.989126747331136,-0.703855994552831,-1.00357077771011,0.155271015664196,-1.61986969111096,0.224640487418016,-0.116822900716626,-0.341387742951588,-1.03714336188758,-1.07805867184439,-0.43172384871744,-0.769630111090221,-0.885037409036555,-1.97267710864287,-0.562430005147342,-1.53532966612437,0.153600472430381,-2.69705611967912,0.363989173344404,-0.424255267344917,-2.67020226627228,-0.966417245460398,-1.37932469099986,-0.562430005147342,0.131978709988058,-2.67020226627228,0.363989173344404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_1-5,-1.26333314465382,-0.169547259939149,1.162240650817,-0.900112999234212,-0.996309019995791,1.69418150108401,-1.35884408371129,-0.101854597252871,1.1013792578667,1.73768518333507,0.416236740467514,0.550164590788492,-1.24466269781184,-1.22534510985748,0.548097539067907,1.05961080089403,0.459028699772762,-0.181801461313988,1.32362651418687,0.107101163433471,0.483401852578359,-0.961006843379006,2.09987902098555,1.46870121110144,-0.660464261758265,-1.93071705767425,1.3628206565981,0.5733196164853,-0.129085862071635,0.505880594214555,0.742553911655318,0.892129416134866,1.63003779893907,-0.660464261758265,1.18611336094907,0.742553911655318,0.475146105548379,0.209832617262743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_5-9,1.16860334678282,1.94368859245522,0.637634731795849,1.46405944731726,1.00287810787789,1.7753197453991,1.39277279401547,0.280638582686856,1.56472130295922,-0.0694563383820771,0.749294411059661,0.559440159656883,0.78702755011612,0.645526938668359,0.201116280409012,0.218830859622098,0.572724702924233,0.496753591029467,1.1470136193655,1.0205215019813,1.36610468041725,-0.280117759562532,1.73885612251013,-0.0657005815375609,-0.333908917471026,-1.6021174775436,0.588131889950266,0.0870423725105405,0.200998804297277,0.375532478895096,-1.11576593037673,-0.526406011525451,2.33607082727746,-0.333908917471026,0.88948586255641,-1.11576593037673,-1.08061801037675,-1.2772189218701,1.90808840176337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_20-24,1.04469496511674,1.38948513492627,0.802657960301156,1.08087799080533,0.939875592984157,1.19952181911374,1.4714547838099,0.701045362581991,0.878966046259376,1.74604349964057,0.874366672449043,0.365621004960841,-0.238153784023923,0.733323727017212,0.383581099229245,0.351570223657713,0.440662789300704,0.567887554615911,0.613518852104246,-0.128227881891164,1.76256889513268,1.18735864975986,1.30424364094271,-0.589816277731018,-0.486000758762295,-1.33828728387176,0.586659413069078,-0.287483605797746,0.583532548088891,0.234467861842515,-1.06802325453591,-0.671669777445623,1.27152774991399,-0.486000758762295,0.08570104502185,-1.06802325453591,-1.05481723956595,-0.925464555625059,0.852280785151202,2.77379366743607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_30-34,0.313828703759639,1.46880195375513,0.0454400727089827,0.293512721248839,0.148535898033805,1.16590928630294,1.17637285063344,-0.354419841575146,0.711992035583289,0.126178575097847,-0.24592088406656,-2.60228192407551,0.353105799158113,1.2287349474977,-0.268414091579801,0.501360526466796,-0.132440474092665,-0.42710468149183,0.862624752693215,0.627413294359691,1.37344761822126,-0.286742281408858,0.864557371174217,0.39740291084855,0.096206183703278,-2.27565489841988,-0.0534241181021669,0.28869455609996,-1.30595443798794,0.0284298706890055,0.422346880850608,0.537719073799094,1.06711326470933,0.096206183703278,-0.314434065648137,0.422346880850608,0.193261949841167,-0.426659130200873,1.00608632895667,0.354794304416489,0.146486470876457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_1-5,-0.856096139027539,-0.662007594123162,1.01259242627069,-0.908817231985094,0.16714382567436,1.57226494476396,-0.159476770025914,0.273229294361125,0.891086091044048,0.654664638100971,1.31545460489312,0.914084362582875,0.38717890243707,0.00448740691950217,1.47295572076947,0.757837911628515,0.511139225908979,-0.19757119147102,1.25232231390749,-0.805674284840305,-0.813041467612589,-0.636932911313741,1.72263019824244,1.13525424926189,-0.552373463860437,-0.294913280659438,1.15285531604054,0.342144890985604,0.309489100592422,0.350610701657265,0.509019128256864,0.616371516669359,0.140375073972742,-0.552373463860437,0.958798402694702,0.509019128256864,0.25399190196611,0.475062073815262,-0.621332466781518,1.79691689668135,0.367739280840865,1.27843410442238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_5-9,-0.711131758247543,-0.479528907843683,1.51802470031198,0.0256805233831932,1.45726717263754,0.828578524177108,0.495697861916112,0.699393782706815,0.829736656659178,1.71175056482413,1.29781326213622,1.48164092741412,-0.220395163688346,-0.0996404925411923,0.83970379448878,-0.395624907418606,0.753272317345806,0.62732603619732,0.718656774605277,0.450368899137494,-1.45948849096986,-1.22361936443815,0.7598145697446,-0.00918819475455907,-0.583529426837629,1.1750581675383,0.178794979167958,-1.13715146818913,1.58844255337699,0.240624667762994,-1.02101365203177,-0.858889932365474,-1.09504915823674,-0.583529426837629,0.666103523695569,-1.02101365203177,-0.988601722330384,-0.447590776314178,-0.534739111813026,1.6175775462917,1.06111435526562,1.5146478392191,0.439296254611642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_20-24,-0.34849508690399,-0.0994502401389351,-0.331687714743864,-0.861519470152995,0.710456437289296,0.105166191106289,1.43796251616495,0.235034208999358,1.2999688240423,0.727198525262896,-1.41983765527381,0.216214654195261,0.0749798989615208,0.942372208918546,-0.110984370759983,0.456041584450506,0.58878986698849,-1.19247028998797,0.159557187677593,-0.194497674618126,0.866509054114906,1.22916782792836,1.25096995064205,-0.415683067125984,-0.656490644769022,-1.38513801028732,0.287915214438897,-1.45078421683287,-0.304402439131285,0.180372111557953,-0.88098227799792,-1.2389154768153,0.0497437951634995,-0.656490644769022,-0.256881869299239,-0.88098227799792,-1.31842920996304,-1.16485049724475,0.568345089701712,0.663259049054817,0.53668508507637,0.101848751636799,1.15289687101708,1.07674575221356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E1_1-5,0.783842376382784,1.18186782953753,-0.729090064438616,0.235770390285486,-0.281032430578958,-0.554374994156394,1.12922254327767,0.726961302308683,0.514047675934894,-0.390666409553683,-0.220452744138918,0.0516748770189618,-0.443490643739738,0.467504626374486,-1.05004044142548,0.350182022876138,0.284173650059289,0.113348035229884,-0.459915690057151,-0.965934507605366,1.40875320523089,0.752826958980478,0.553292024842046,-1.840496676869,-0.153287233315254,-0.845254645705529,0.533273673748576,-0.138227710529007,0.580085695233485,-0.0966601768616596,-2.51006257745098,-1.21177778011709,0.813386645872904,-0.153287233315254,0.424932099385503,-2.51006257745098,-2.28925898995163,-2.25606214832211,0.886721057711666,-0.426929224432656,0.692996677021623,0.187095553802562,0.321376710112289,-0.651076617774005,-0.510622721867807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E1_20-24,-0.0691490616328652,-0.42137801819632,-0.816248789574656,-0.523166025369958,-0.958167691422191,-1.4570729618926,0.581184566308692,0.242066353342689,-0.194673893205813,0.28147273743633,-1.0663339139971,0.281249557419778,-0.814114874623682,0.258267590648028,-1.7279148312667,-0.0544572801975838,-0.210257448538125,0.167633828645041,-1.29002236291672,-0.842218080327127,-0.49602773418547,-0.568859908335124,-0.741642857938952,-2.51491394315158,-0.735611047537945,-0.0448835883547911,-0.083288532278059,NA,0.443640869400413,-0.560691704543635,-3.2455173696521,-2.98886677306209,-0.471105663656919,-0.735611047537945,-0.0868099449269107,-3.2455173696521,-2.98886677306209,-2.69705611967912,0.5733196164853,0.0870423725105405,-0.287483605797746,0.28869455609996,0.342144890985604,-1.13715146818913,-1.45078421683287,-0.138227710529007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_1-5,0.528694855420941,1.26014429728284,-1.23916305178762,0.904235228780581,1.59797753997943,1.65913315842149,1.29500770453279,0.0873575657795891,0.941460757399578,0.786918219979422,-1.45403655419639,-1.09200670768989,0.935419912139261,0.49313902025871,0.166842558331314,0.995009357338905,-0.148552538534076,-0.608364111967845,1.03827358221768,0.703939775182455,1.67590310951859,0.825872977243105,1.69032162905981,0.572654574083139,-0.173422057455728,-2.27447128282203,0.551445590094656,-0.0147200665633556,-1.1629504670239,-0.133946855742478,0.125205217918008,0.186308158859296,0.878539094919901,-0.173422057455728,0.40380651725817,0.125205217918008,-0.100931891195116,-0.536876445313175,0.577156450805148,0.701478389990254,0.744860045905427,0.463844020838769,0.875619751195808,1.42782292214492,-0.744075901670486,0.258298691204686,-0.0147200665633556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_10-14,-0.208447049939279,-0.0482929462233723,0.917269549841806,0.37542813336638,-0.406652615308479,0.0509053138807347,0.161524960531282,0.624014130822395,-0.438983713907184,0.222981327963589,0.789165190291145,0.867586628595754,0.204550336710373,0.978643476990572,0.460706305178245,0.67825240787656,0.286655666270254,0.5388423058071,0.252853761907422,1.00680573257595,0.0761652292777902,0.147047722828734,-0.133254839461795,0.530761564295007,-0.141841071397995,0.638538494524818,0.444686810993459,0.0483552920085081,0.989243225031537,-0.153414508157648,0.167480206254162,0.232665254707597,-0.774858775114025,-0.141841071397995,0.338068373770288,0.167480206254162,-0.0426089002005286,0.323856475126962,1.29064304776349,0.320161106847078,0.88698392510531,0.480379534360197,1.12229929660022,0.0853385743101797,0.634097786707491,-0.119347033254978,0.0483552920085081,0.761551005832841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_20-24,0.0860964529955488,0.407634728073952,0.981478735286546,0.522742825606256,-0.0729370576473667,0.468259006025025,0.668267983158717,0.727006858202264,0.098081064199894,0.899219675317232,0.892153924665136,0.945780355977528,0.627111268101854,1.03597778685378,0.599056873798156,0.792293115024682,0.463681360314131,0.656385130120603,0.425404643170568,1.04659779867963,0.71356791982924,0.769944635851652,0.414292906861587,0.659620731193238,0.0561404686993819,0.760705873396965,0.597802662908144,0.222549695053554,1.08249316617344,0.0485743686197589,0.335255303442914,0.401592809006104,0.112862121087458,0.0561404686993819,0.482526994602332,0.335255303442914,0.142509492289763,0.477812043778461,1.3062495926103,0.589055678600977,0.97568075696069,0.610489292043224,0.128817221332447,0.486651178664003,0.761073597233612,0.29114742516113,0.222549695053554,0.840743282814294,-1.83507651450302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_1-5,-0.767111959186966,-0.998948282709431,0.53211092588645,0.121894046064265,-0.565747430427556,0.35279227127736,0.71219460829328,0.556953096850862,-0.0529527374942429,1.14618973108937,0.186454324131421,0.679361797524443,-0.196635246224852,-0.560559213983864,0.350588701823163,0.0985354435861642,0.144117412152035,0.442381518786859,0.113858602462368,0.466933096608259,-2.10026234576501,-1.18036469920596,0.400819184913351,0.202486175170745,-0.627874635241185,0.203881695521849,0.302855863509769,-0.246388390845971,0.805464078660144,-0.237070273278127,-0.127837060582019,-0.114682868460148,0.417304439457158,-0.627874635241185,0.249232468887022,-0.127837060582019,-0.332191968871807,-0.0141001672214301,0.659350274759923,0.56062995754123,0.796084559298888,0.698419941665863,-0.290404096967023,-0.779153734014757,0.378992584861883,0.427721446230719,-0.246388390845971,0.247222651426514,0.430051152220641,0.574962677495718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_10-14,0.388294668006273,1.17279025626406,-0.87267270147228,-0.0223859929894781,-1.03946325576688,-0.550677516265553,0.735400390852137,0.357647748791434,0.335157281065012,0.0342554474756666,-0.647565928274467,0.40866544348784,-0.751874874675373,0.955412036666909,-1.46927177716989,0.340692989778962,0.135879429926698,-1.03693072757705,-0.747387142605802,-0.355105493628258,1.06394818725518,0.592947366451196,0.689101434578139,-2.57614447230691,-0.2076968193253,-1.77460824429874,0.0316969365439555,-0.0280677111895749,-0.881534775173252,-0.075198914335629,-2.39859345624625,-1.47864051143988,0.88127800924804,-0.2076968193253,0.0544979976181745,-2.39859345624625,-2.25975745022954,-2.49460570619482,0.571743409321153,-0.108021195968987,-0.0798822605850283,-1.38515274744866,1.20938138783865,-0.410668142987483,-0.681889273946756,0.22180028380682,-0.0280677111895749,-0.216541424301202,0.428078998865838,0.555354074180554,0.384711482906472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_20-24,0.476961642186748,0.74002590240303,0.849622118105251,0.527400133279911,0.0237220620578647,0.380560554713535,1.12814186484376,0.422946636939219,0.183835309093437,1.01077650026821,-0.210214027362567,0.778299272114504,0.55003774201311,1.00362454803489,0.310674596965395,0.0809904298994228,0.215760429957776,0.827725647477899,0.0686107631425298,0.995565528958079,0.318195745223013,0.250838086689253,0.399923963691776,0.285778472853514,-0.211400241020211,0.566728291716854,-0.282680147682685,-0.0316569329738214,0.93243163055836,-0.231852684251508,0.0769237171746077,0.141145385857663,0.321539777425081,-0.211400241020211,-0.0321235506650603,0.0769237171746077,-0.133197180289306,0.231145560934598,1.36453138223473,1.19613037442933,0.863820928597233,-0.0996701613487988,1.28066992057255,0.583067765257767,0.524846440293314,0.460118283098089,-0.0316569329738214,0.6530509171012,-0.0306806703906133,0.158861998775171,0.35646637374893,0.335000797496298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_30-34,-0.248010347379119,-0.891100481521577,-0.710836938855442,-0.924945356445961,0.223970734313989,-0.481713299484276,0.994437853995026,-0.739801980409127,0.0170039352088912,-0.149885599594169,-0.55356677006167,0.557893938116276,-0.178389228663105,0.601511363891122,-0.591918450401694,0.185884898515665,-0.0141648860678124,0.474663037531859,-0.666136121423697,-0.775705046467639,-0.062790890436363,-0.0863804776807791,-0.566378209698017,-1.59699046167776,-0.606008803616175,0.18950638689258,0.160935192567769,-2.29235272909771,0.705500856651431,-0.418182937135291,-2.18240035296429,-2.44507789538965,-1.0087193925344,-0.606008803616175,0.0925441822891294,-2.18240035296429,-2.43678764943211,-2.15674492885767,0.997443044059535,-0.149450112073833,-0.18773769823526,0.602605581868964,0.683749211872755,-0.073773543515079,-0.456734204944952,-1.51636955490348,-2.29235272909771,0.25093677570792,0.284001072486012,0.452194423188772,-0.0709155371243853,-1.55438320897039,0.193367869822078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_1-5,0.624000843991447,1.06306244192291,-1.10573931943291,-0.248597976887369,-0.158239067456737,-0.0499639727520407,0.226656144634143,0.503156041349038,0.824108840436087,0.432029611035969,-0.936048873949136,-0.92444228682346,-1.04270476903215,-0.3386529148443,-1.87311855049946,0.795117370238739,0.000466409591083741,-0.444309535452912,-0.298265770952257,-0.776760130325262,1.13966787940316,-0.0876644887577102,1.24492863476309,-1.27990054790768,-0.299687195487716,-1.95727040979638,0.379523053370239,-0.130305748127217,0.480999297810289,-0.269664986175472,-2.14776548383272,-1.43042068261328,0.829494141028676,-0.299687195487716,0.363625185827735,-2.14776548383272,-2.01774978240008,-2.3988021083215,-0.189355699525735,-0.0989858559397304,0.170600586561645,-0.641540010472646,0.295445925673631,0.332801016509271,-1.53069696562117,0.403128071762137,-0.130305748127217,-0.843949006893372,0.60094785250504,0.719135680709051,0.0506596205657944,-0.893346477428067,0.534126977021791,-1.35673408690344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_10-14,-0.623526113829603,0.406281252833619,1.02217217713595,-0.151386802341051,0.936410587922034,0.996623573660311,1.2162947052666,0.69567639940684,0.890985653093884,1.82023360068083,1.23476564036666,1.34938440550277,1.60773690978088,1.18906343518071,0.86554934584129,1.14718576242589,0.590636659462108,0.934415329806443,0.685529004221226,0.993993925343363,0.56578131123966,0.702431656434947,0.988154484720601,0.282664750635252,-0.496032171937193,1.05445213201458,0.822605034524798,-0.66144150291931,1.34698755589962,0.0796406820598011,-0.525784061534576,-0.568880263768577,0.122026007042451,-0.496032171937193,0.645706112190692,-0.525784061534576,-0.756129125074746,-0.28878048593055,1.41887667503843,2.04738046201415,2.02508219301028,1.46580936752177,1.31090046260793,1.33886572785204,1.20944941774589,-0.21604765551423,-0.66144150291931,1.19173113720171,-0.516410170798602,-0.142936793048492,0.446564911588037,0.0328622747936152,0.66631599238382,-1.24460229702808,0.532678997948048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_20-24,0.49368450722561,0.272965598739706,0.319753150037279,0.0814708903750053,0.794955069153563,0.228537555747412,0.460621478374508,0.344637720592649,-0.0366241167932505,0.786501727417125,0.871529072318441,0.468119618311511,0.349576769865258,0.103052938189422,0.173972072268591,0.575522071430733,-0.110237782445928,0.818831130474731,0.112927218559308,0.347359190579976,-0.12504726162229,-0.000110326140001763,0.342983039410517,-0.0295699882846787,0.056140468699382,0.700448217193396,0.07066914769947,-0.484450523436042,0.623946087915688,-0.510668839828291,-0.371145925479197,-0.367382918963479,-0.0044679447766256,0.056140468699382,0.0327759866652952,-0.371145925479197,-0.576234569655855,-0.268152540642732,0.357840445400975,0.481634227523165,0.419613899318162,0.448467644243507,-0.101041769214066,0.13930649384841,0.699877729469811,0.0752697167110573,-0.484450523436042,0.591456953400054,-0.938219924972445,0.0561404686993821,-0.341858930224062,0.109566808019171,0.060187996498737,-0.316393208502672,0.431514490839666,0.0282037298252782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
