"SampleID_from","SampleID_to","BetaDiversity","Year___from","Habitat___from","DepthLumping_from","Year___to","Habitat___to","DepthLumping_to","ReferenceYear"
"X714_S3_5.9","X712_S.1.S",0.784162699737336,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X715_S1_1.5","X712_S.1.S",0.727096351833644,2015,"Bog","0-9",2012,"Bog","0-9",2012
"X716_S1_1.5","X712_S.1.S",0.809270435909377,2016,"Bog","0-9",2012,"Bog","0-9",2012
"X716_S2_1.5","X712_S.1.S",0.706502536078323,2016,"Bog","0-9",2012,"Bog","0-9",2012
"X717_S2_1.5","X712_S.1.S",0.694945531111498,2017,"Bog","0-9",2012,"Bog","0-9",2012
"X717_S3_1.5","X712_S.1.S",0.786640579966799,2017,"Bog","0-9",2012,"Bog","0-9",2012
"X711_S.1.S","X712_S.1.M",0.659811355319001,2011,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.1.S","X712_S.1.M",0.326162146436611,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.1.M","X712_S.1.M",0.609342962094702,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.2.S","X712_S.1.M",0.356575371747019,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.2.M","X712_S.1.M",0.847089759378496,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.3.S","X712_S.1.M",0.625379093941571,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.3.M","X712_S.1.M",0.653922621681455,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S1_1.5","X712_S.1.M",0.369704296365008,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S1_5.9","X712_S.1.M",0.652541535221656,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S2_1.5","X712_S.1.M",0.482452426944728,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S2_5.9","X712_S.1.M",0.584116391241045,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S3_1.5","X712_S.1.M",0.780432003943991,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S3_5.9","X712_S.1.M",0.623709139078037,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X715_S1_1.5","X712_S.1.M",0.393829665202131,2015,"Bog","0-9",2012,"Bog","0-9",2012
"X716_S1_1.5","X712_S.1.M",0.626836178480854,2016,"Bog","0-9",2012,"Bog","0-9",2012
"X716_S2_1.5","X712_S.1.M",0.805857244119855,2016,"Bog","0-9",2012,"Bog","0-9",2012
"X717_S2_1.5","X712_S.1.M",0.531325209358211,2017,"Bog","0-9",2012,"Bog","0-9",2012
"X717_S3_1.5","X712_S.1.M",0.665878868918681,2017,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.1.X1","X712_S.1.X",0.453879751730145,2013,"Bog","30-39",2012,"Bog","30-39",2012
"X713_S.3.X1","X712_S.1.X",0.723292587787377,2013,"Bog","30-39",2012,"Bog","30-39",2012
"X714_S1_30.34","X712_S.1.X",0.19537412967128,2014,"Bog","30-39",2012,"Bog","30-39",2012
"X714_S3_30.34","X712_S.1.X",0.634341461563933,2014,"Bog","30-39",2012,"Bog","30-39",2012
"X715_S1_30.34","X712_S.1.X",0.572296353636234,2015,"Bog","30-39",2012,"Bog","30-39",2012
"X715_S2_30.34","X712_S.1.X",0.235113610054065,2015,"Bog","30-39",2012,"Bog","30-39",2012
"X715_S3_30.34","X712_S.1.X",0.354875465325967,2015,"Bog","30-39",2012,"Bog","30-39",2012
"X716_S1_30.34","X712_S.1.X",0.572757551545235,2016,"Bog","30-39",2012,"Bog","30-39",2012
"X716_S2_30.34","X712_S.1.X",0.548630603779391,2016,"Bog","30-39",2012,"Bog","30-39",2012
"X716_S3_30.34","X712_S.1.X",0.343741013028983,2016,"Bog","30-39",2012,"Bog","30-39",2012
"X717_S2_30.34","X712_S.1.X",0.575228793170024,2017,"Bog","30-39",2012,"Bog","30-39",2012
"X713_S.1.X1","X712_S.2.X",0.322483061209766,2013,"Bog","30-39",2012,"Bog","30-39",2012
"X713_S.3.X1","X712_S.2.X",0.675453994750113,2013,"Bog","30-39",2012,"Bog","30-39",2012
"X714_S1_30.34","X712_S.2.X",0.314707540558933,2014,"Bog","30-39",2012,"Bog","30-39",2012
"X714_S3_30.34","X712_S.2.X",0.566030781559021,2014,"Bog","30-39",2012,"Bog","30-39",2012
"X715_S1_30.34","X712_S.2.X",0.440668836553048,2015,"Bog","30-39",2012,"Bog","30-39",2012
"X715_S2_30.34","X712_S.2.X",0.361392387033662,2015,"Bog","30-39",2012,"Bog","30-39",2012
"X715_S3_30.34","X712_S.2.X",0.32646908963034,2015,"Bog","30-39",2012,"Bog","30-39",2012
"X716_S1_30.34","X712_S.2.X",0.508797529373231,2016,"Bog","30-39",2012,"Bog","30-39",2012
"X716_S2_30.34","X712_S.2.X",0.4314094480851,2016,"Bog","30-39",2012,"Bog","30-39",2012
"X716_S3_30.34","X712_S.2.X",0.480039986356241,2016,"Bog","30-39",2012,"Bog","30-39",2012
"X717_S2_30.34","X712_S.2.X",0.46104813683063,2017,"Bog","30-39",2012,"Bog","30-39",2012
"X711_S.1.S","X712_S.3.S",0.295172340679983,2011,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.1.S","X712_S.3.S",0.680734710953358,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.1.M","X712_S.3.S",0.885497534518062,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.2.S","X712_S.3.S",0.688639919633049,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.2.M","X712_S.3.S",0.936557615720359,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.3.S","X712_S.3.S",0.492103967172236,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.3.M","X712_S.3.S",0.82441622808967,2013,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S1_1.5","X712_S.3.S",0.660633252371545,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S1_5.9","X712_S.3.S",0.887523892896347,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S2_1.5","X712_S.3.S",0.610352885622669,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S2_5.9","X712_S.3.S",0.810015463950226,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S3_1.5","X712_S.3.S",0.509066254247001,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X714_S3_5.9","X712_S.3.S",0.738374145667778,2014,"Bog","0-9",2012,"Bog","0-9",2012
"X715_S1_1.5","X712_S.3.S",0.652889088126261,2015,"Bog","0-9",2012,"Bog","0-9",2012
"X716_S1_1.5","X712_S.3.S",0.58615609643217,2016,"Bog","0-9",2012,"Bog","0-9",2012
"X716_S2_1.5","X712_S.3.S",0.455509123021435,2016,"Bog","0-9",2012,"Bog","0-9",2012
"X717_S2_1.5","X712_S.3.S",0.476368207456768,2017,"Bog","0-9",2012,"Bog","0-9",2012
"X717_S3_1.5","X712_S.3.S",0.587318122076765,2017,"Bog","0-9",2012,"Bog","0-9",2012
"X713_S.1.X1","X712_S.3.X",0.522682910113226,2013,"Bog","30-39",2012,"Bog","30-39",2012
"X713_S.3.X1","X712_S.3.X",0.382964398338863,2013,"Bog","30-39",2012,"Bog","30-39",2012
"X714_S1_30.34","X712_S.3.X",0.665711006772654,2014,"Bog","30-39",2012,"Bog","30-39",2012
"X714_S3_30.34","X712_S.3.X",0.421708271571913,2014,"Bog","30-39",2012,"Bog","30-39",2012
"X715_S1_30.34","X712_S.3.X",0.474230286997875,2015,"Bog","30-39",2012,"Bog","30-39",2012
"X715_S2_30.34","X712_S.3.X",0.645491415858911,2015,"Bog","30-39",2012,"Bog","30-39",2012
"X715_S3_30.34","X712_S.3.X",0.555013104885691,2015,"Bog","30-39",2012,"Bog","30-39",2012
"X716_S1_30.34","X712_S.3.X",0.408636473193219,2016,"Bog","30-39",2012,"Bog","30-39",2012
"X716_S2_30.34","X712_S.3.X",0.527161911129293,2016,"Bog","30-39",2012,"Bog","30-39",2012
"X716_S3_30.34","X712_S.3.X",0.643831761258809,2016,"Bog","30-39",2012,"Bog","30-39",2012
"X717_S2_30.34","X712_S.3.X",0.495873276085191,2017,"Bog","30-39",2012,"Bog","30-39",2012
"X715_E3_10.14","X713_E.1.D",0.576494966268521,2015,"Fen","10-19",2013,"Fen","10-19",2013
"X716_E1_10.14","X713_E.1.D",0.40707080408056,2016,"Fen","10-19",2013,"Fen","10-19",2013
"X716_E3_10.14","X713_E.1.D",0.439467775206744,2016,"Fen","10-19",2013,"Fen","10-19",2013
"X717_E2_10.14","X713_E.1.D",0.592990933005548,2017,"Fen","10-19",2013,"Fen","10-19",2013
"X717_E3_10.14","X713_E.1.D",0.567625624602829,2017,"Fen","10-19",2013,"Fen","10-19",2013
"X714_E1_30.34","X713_E.1.X1",0.859735667118134,2014,"Fen","30-39",2013,"Fen","30-39",2013
"X715_E2_30.34","X713_E.1.X1",0.842323167311281,2015,"Fen","30-39",2013,"Fen","30-39",2013
"X715_E3_30.34","X713_E.1.X1",0.846426290202432,2015,"Fen","30-39",2013,"Fen","30-39",2013
"X716_E1_30.34","X713_E.1.X1",0.835894260591908,2016,"Fen","30-39",2013,"Fen","30-39",2013
"X716_E3_30.34","X713_E.1.X1",0.842180574385663,2016,"Fen","30-39",2013,"Fen","30-39",2013
"X717_E3_30.34","X713_E.1.X1",0.867496351326925,2017,"Fen","30-39",2013,"Fen","30-39",2013
"X715_E3_10.14","X713_E.2.D",0.457328753109196,2015,"Fen","10-19",2013,"Fen","10-19",2013
"X716_E1_10.14","X713_E.2.D",0.301379227390739,2016,"Fen","10-19",2013,"Fen","10-19",2013
"X716_E3_10.14","X713_E.2.D",0.242290806609738,2016,"Fen","10-19",2013,"Fen","10-19",2013
"X717_E2_10.14","X713_E.2.D",0.358512191082173,2017,"Fen","10-19",2013,"Fen","10-19",2013
"X717_E3_10.14","X713_E.2.D",0.278850868476752,2017,"Fen","10-19",2013,"Fen","10-19",2013
"X714_E1_30.34","X713_E.2.X1",0.789349843448974,2014,"Fen","30-39",2013,"Fen","30-39",2013
"X715_E2_30.34","X713_E.2.X1",0.786388666515558,2015,"Fen","30-39",2013,"Fen","30-39",2013
"X715_E3_30.34","X713_E.2.X1",0.79592764205896,2015,"Fen","30-39",2013,"Fen","30-39",2013
"X716_E1_30.34","X713_E.2.X1",0.775906508612492,2016,"Fen","30-39",2013,"Fen","30-39",2013
"X716_E3_30.34","X713_E.2.X1",0.801384931415607,2016,"Fen","30-39",2013,"Fen","30-39",2013
"X717_E3_30.34","X713_E.2.X1",0.824323503719032,2017,"Fen","30-39",2013,"Fen","30-39",2013
"X715_E3_10.14","X713_E.3.D",0.839489278968691,2015,"Fen","10-19",2013,"Fen","10-19",2013
"X716_E1_10.14","X713_E.3.D",0.820465067947883,2016,"Fen","10-19",2013,"Fen","10-19",2013
"X716_E3_10.14","X713_E.3.D",0.833781363352788,2016,"Fen","10-19",2013,"Fen","10-19",2013
"X717_E2_10.14","X713_E.3.D",0.830815128298905,2017,"Fen","10-19",2013,"Fen","10-19",2013
"X717_E3_10.14","X713_E.3.D",0.833159277369954,2017,"Fen","10-19",2013,"Fen","10-19",2013
"X714_E1_30.34","X713_E.3.X1",0.889952160653768,2014,"Fen","30-39",2013,"Fen","30-39",2013
"X715_E2_30.34","X713_E.3.X1",0.89287724550148,2015,"Fen","30-39",2013,"Fen","30-39",2013
"X715_E3_30.34","X713_E.3.X1",0.893307755801184,2015,"Fen","30-39",2013,"Fen","30-39",2013
"X716_E1_30.34","X713_E.3.X1",0.89188879071845,2016,"Fen","30-39",2013,"Fen","30-39",2013
"X716_E3_30.34","X713_E.3.X1",0.897123907700031,2016,"Fen","30-39",2013,"Fen","30-39",2013
"X717_E3_30.34","X713_E.3.X1",0.902107351888593,2017,"Fen","30-39",2013,"Fen","30-39",2013
"X711_S.2.D","X713_S.1.X0",0.445769158657396,2011,"Bog","20-29",2013,"Bog","20-29",2013
"X714_S1_20.24","X713_S.1.X0",0.375310392109732,2014,"Bog","20-29",2013,"Bog","20-29",2013
"X714_S2_20.24","X713_S.1.X0",0.371320307017938,2014,"Bog","20-29",2013,"Bog","20-29",2013
"X714_S3_20.24","X713_S.1.X0",0.649621031059594,2014,"Bog","20-29",2013,"Bog","20-29",2013
"X715_S1_20.24","X713_S.1.X0",0.393815225968174,2015,"Bog","20-29",2013,"Bog","20-29",2013
"X715_S2_20.24","X713_S.1.X0",0.499612155630841,2015,"Bog","20-29",2013,"Bog","20-29",2013
"X715_S3_20.24","X713_S.1.X0",0.367614863464327,2015,"Bog","20-29",2013,"Bog","20-29",2013
"X716_S1_20.24","X713_S.1.X0",0.375914227012675,2016,"Bog","20-29",2013,"Bog","20-29",2013
"X716_S2_20.24","X713_S.1.X0",0.491376982287307,2016,"Bog","20-29",2013,"Bog","20-29",2013
"X716_S3_20.24","X713_S.1.X0",0.374589368973871,2016,"Bog","20-29",2013,"Bog","20-29",2013
"X717_S2_20.24","X713_S.1.X0",0.500601851738973,2017,"Bog","20-29",2013,"Bog","20-29",2013
"X717_S3_20.24","X713_S.1.X0",0.517509546094318,2017,"Bog","20-29",2013,"Bog","20-29",2013
"X711_S.2.D","X713_S.2.X0",0.356531721971489,2011,"Bog","20-29",2013,"Bog","20-29",2013
"X714_S1_20.24","X713_S.2.X0",0.368898822463569,2014,"Bog","20-29",2013,"Bog","20-29",2013
"X714_S2_20.24","X713_S.2.X0",0.548528894477926,2014,"Bog","20-29",2013,"Bog","20-29",2013
"X714_S3_20.24","X713_S.2.X0",0.805318842416978,2014,"Bog","20-29",2013,"Bog","20-29",2013
"X715_S1_20.24","X713_S.2.X0",0.472788048302689,2015,"Bog","20-29",2013,"Bog","20-29",2013
"X715_S2_20.24","X713_S.2.X0",0.576965424034653,2015,"Bog","20-29",2013,"Bog","20-29",2013
"X715_S3_20.24","X713_S.2.X0",0.352438585792258,2015,"Bog","20-29",2013,"Bog","20-29",2013
"X716_S1_20.24","X713_S.2.X0",0.656580517286903,2016,"Bog","20-29",2013,"Bog","20-29",2013
"X716_S2_20.24","X713_S.2.X0",0.695552009095455,2016,"Bog","20-29",2013,"Bog","20-29",2013
"X716_S3_20.24","X713_S.2.X0",0.648624670355638,2016,"Bog","20-29",2013,"Bog","20-29",2013
"X717_S2_20.24","X713_S.2.X0",0.746353610224614,2017,"Bog","20-29",2013,"Bog","20-29",2013
"X717_S3_20.24","X713_S.2.X0",0.306993044271165,2017,"Bog","20-29",2013,"Bog","20-29",2013
"X711_S.2.D","X713_S.3.X0",0.610606850101779,2011,"Bog","20-29",2013,"Bog","20-29",2013
"X714_S1_20.24","X713_S.3.X0",0.605082015832451,2014,"Bog","20-29",2013,"Bog","20-29",2013
"X714_S2_20.24","X713_S.3.X0",0.413071044831423,2014,"Bog","20-29",2013,"Bog","20-29",2013
"X714_S3_20.24","X713_S.3.X0",0.36351657290542,2014,"Bog","20-29",2013,"Bog","20-29",2013
"X715_S1_20.24","X713_S.3.X0",0.555921634427482,2015,"Bog","20-29",2013,"Bog","20-29",2013
"X715_S2_20.24","X713_S.3.X0",0.398187444457893,2015,"Bog","20-29",2013,"Bog","20-29",2013
"X715_S3_20.24","X713_S.3.X0",0.55928006019313,2015,"Bog","20-29",2013,"Bog","20-29",2013
"X716_S1_20.24","X713_S.3.X0",0.554249663469005,2016,"Bog","20-29",2013,"Bog","20-29",2013
"X716_S2_20.24","X713_S.3.X0",0.512560628062445,2016,"Bog","20-29",2013,"Bog","20-29",2013
"X716_S3_20.24","X713_S.3.X0",0.591551735281634,2016,"Bog","20-29",2013,"Bog","20-29",2013
"X717_S2_20.24","X713_S.3.X0",0.524392794231792,2017,"Bog","20-29",2013,"Bog","20-29",2013
"X717_S3_20.24","X713_S.3.X0",0.728985818927448,2017,"Bog","20-29",2013,"Bog","20-29",2013
"X711_P.3.M","X715_P1_20.24",0.756215677768951,2011,"Palsa","20-29",2015,"Palsa","20-29",2015
"X714_P1_20.24","X715_P1_20.24",0.988410943225192,2014,"Palsa","20-29",2015,"Palsa","20-29",2015
"X716_P2_20.24","X715_P1_20.24",0.896761879995701,2016,"Palsa","20-29",2015,"Palsa","20-29",2015
"X716_P3_20.24","X715_P1_20.24",0.786011925354024,2016,"Palsa","20-29",2015,"Palsa","20-29",2015
"X717_P1_20.24","X715_P1_20.24",0.9075070299597,2017,"Palsa","20-29",2015,"Palsa","20-29",2015
"X717_P2_20.24","X715_P1_20.24",0.978036784983227,2017,"Palsa","20-29",2015,"Palsa","20-29",2015
"X717_P3_20.24","X715_P1_20.24",0.863647530463172,2017,"Palsa","20-29",2015,"Palsa","20-29",2015
"X711_P.3.M","X715_P2_20.24",0.631503349572363,2011,"Palsa","20-29",2015,"Palsa","20-29",2015
"X714_P1_20.24","X715_P2_20.24",0.957701155365176,2014,"Palsa","20-29",2015,"Palsa","20-29",2015
"X716_P2_20.24","X715_P2_20.24",0.490277485704707,2016,"Palsa","20-29",2015,"Palsa","20-29",2015
"X716_P3_20.24","X715_P2_20.24",0.563287011152518,2016,"Palsa","20-29",2015,"Palsa","20-29",2015
"X717_P1_20.24","X715_P2_20.24",0.463389496511854,2017,"Palsa","20-29",2015,"Palsa","20-29",2015
"X717_P2_20.24","X715_P2_20.24",0.841144978150612,2017,"Palsa","20-29",2015,"Palsa","20-29",2015
"X717_P3_20.24","X715_P2_20.24",0.707929008274662,2017,"Palsa","20-29",2015,"Palsa","20-29",2015
"X711_P.3.M","X715_P3_20.24",0.520804073509406,2011,"Palsa","20-29",2015,"Palsa","20-29",2015
"X714_P1_20.24","X715_P3_20.24",0.986983880377999,2014,"Palsa","20-29",2015,"Palsa","20-29",2015
"X716_P2_20.24","X715_P3_20.24",0.83991867002156,2016,"Palsa","20-29",2015,"Palsa","20-29",2015
"X716_P3_20.24","X715_P3_20.24",0.657172656002583,2016,"Palsa","20-29",2015,"Palsa","20-29",2015
"X717_P1_20.24","X715_P3_20.24",0.890418491632801,2017,"Palsa","20-29",2015,"Palsa","20-29",2015
"X717_P2_20.24","X715_P3_20.24",0.970972410305539,2017,"Palsa","20-29",2015,"Palsa","20-29",2015
"X717_P3_20.24","X715_P3_20.24",0.750018593616942,2017,"Palsa","20-29",2015,"Palsa","20-29",2015
